"number","frn","business_name","business_address","foreign_voice_provider","country","other_frns","other_dba_names","previous_dba_names","robocall_mitigation_contact_name","contact_title","contact_department","contact_business_address","contact_country","contact_telephone_number","contact_phone_extension","implementation","voice_service_provider_choice","gateway_provider_choice","intermediate_provider_choice","last_updated","filing_url"
"RMD0009957","0031941701","Direct Vina","PO Box 23245
Overland Park KS 66283","No","United States of America","0031374994","none","none","David Diep","Owner","Technical Support","PO Box 23245
Overland Park KS 66283","United States of America","9139098270","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","No","No","Yes","2024-03-30","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=898f248e1b618d10dcd1ed3be54bcb38&view=sp"
"RMD0009960","0023891005","eTech Network Solutions, Inc.","4020 S. Industrial dr.
Ste 145
Austin TX 78744","No","United States of America","None","None","None","Robert (Bob) A Storm","CEO, Owner","Billing","P.O. Box 17606
Austin TX 78760","United States of America","5127071918","501","Complete STIR/SHAKEN Implementation","Yes","No","No","2025-02-07","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=aecac50e1bad4550b7fca93ce54bcb13&view=sp"
"RMD0009962","0016102006","The Iserv Company","5222 33rd Street SE
Grand Rapids MI 49512","No","United States of America","None","None","None","John Skinner","CFO","Legal","5222 33rd Street
Grand Rapids MI 49512","United States of America","617-307-9132","","Complete STIR/SHAKEN Implementation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=686f89ce1bad4550b7fca93ce54bcb0d&view=sp"
"RMD0009963","0011307287","JAS Networks, Inc","5224 33RD ST SE
Grand Rapids MI 49512","No","United States of America","None","None","None","John Skinner","CFO","Legal","5222 33rd Street
Grand Rapids MI 49512","United States of America","617-307-9132","","Complete STIR/SHAKEN Implementation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=315055021bed4550b7fca93ce54bcb3d&view=sp"
"RMD0009965","0031940463","Voip Voice Telecom Inc","751 Linden Blvd nro172 Brooklyn
New York NY 11203","No","United States of America","None","None","None","Riaz Ali","Owner","Owner","751 Linden Blvd nro172 Brooklyn
New York NY 11203","United States of America","3343928696","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=521e020a1be98d105eb762cfe54bcbe9&view=sp"
"RMD0009966","0017633405","Total Highspeed LLC","PO BOX 1048
Nixa MO 65714","No","United States of America","None","None","None","Sean Feiler","Human Resources Director","Human Resources","PO BOX 1048
Nixa MO 65714","United States of America","4172931031","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8d631ac21b6d01508d57ecace54bcbdb&view=sp"
"RMD0009967","0031220429","My Country Mobile general trading llc","Office No. 309-07, 3rd Floor, Hamsah Building, Zabeel Road, Karama,
 127898 Dubai, United Arab Emirates","Yes","United Arab Emirates","Na","Na","Na","My country mobile general trading llc","President","Management","Office No. 309-07, 3rd Floor, Hamsah Building, Zabeel Road, Karama,
 127898 Dubai, United Arab Emirates","United Arab Emirates","'+971564484264","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=794247ca1be18550b7fca93ce54bcb07&view=sp"
"RMD0009968","0025541582","Caliber Network Solutions LLC","1317 Helford Lane
Carmel IN 46032","No","United States of America","None","None","None","Randy Sorensen","Founder and Owner","Management","1317 Helford Lane
Carmel IN 46032","United States of America","317-689-7744","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-30","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2cf890561be58d103e8aa93be54bcbb4&view=sp"
"RMD0009969","0027638212","Red Arrow Technologies","PO Box 1228
Eatontown NJ 07724","No","United States of America","NONE","NONE","Spearhead NTS","Michael McCully","Owner","Main","1 Meridian Rd
Suite 8
Eatontown NJ 07724","United States of America","7328133939","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-07-26","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=eb8a28d61b6901501ec7a93ce54bcb86&view=sp"
"RMD0009971","0031945629","Coro Corvina LLC","8 The Green
Suite B
Dover DE 19901","No","United States of America","None","None","None","Andrew Fausak","Authorized Representative","Phone","8 The Green
Suite B
Dover DE 19901","United States of America","(888) 262-6784","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=23afd55a1ba98550b7fca93ce54bcb5c&view=sp"
"RMD0009973","0015337488","Biopass Medical Systems, Inc. dba DSL Express","7401 Wiles Rd, # 222
Coral Springs FL 33067","No","United States of America","None","Fibernet","None","Jon Cortez","Technical Support Supervisor","Technical Support","7401 Wiles Rd, # 222
Coral Springs FL 33067","United States of America","954-757-3254","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-03-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=245325561bad8d10165aedfde54bcb96&view=sp"
"RMD0009980","0031945884","DigitalBrainz, Inc.","2648 Cypress Ridge Blvd
Suite 102
Wesley Chapel FL 33544","No","United States of America","None","None","None","Brett Savage","VP","Support","2648 Cypress Ridge Blvd
Suite 102
Wesley Chapel FL 33544","United States of America","8134060999","201","Complete STIR/SHAKEN Implementation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a52a42de1b61cd105eb762cfe54bcb24&view=sp"
"RMD0009985","0018795427","NMSurf, Inc.","1308 Apache Ave
Santa Fe NM 87505","No","United States of America","None","None","None","William Pearson","Server Administrator","Technical","1308 Apache Ave
Santa Fe NM 87505","United States of America","505-986-1669","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-03-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2398a65a1be1cd10d39dddb6bc4bcbbd&view=sp"
"RMD0009994","0019394337","Data Stream Mobile Technology Inc.","1535 S Perimeter Rd
Hgr 36B
Fort Lauderdale FL 33309","No","United States of America","None","Data Stream Broadband","None","Charles Thomas","COO","Operations","1535 S Perimeter Rd
Hgr 36B
Fort Lauderdale FL 33309","United States of America","8773038956","101","Complete STIR/SHAKEN Implementation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=103d0a6e1bed015016b49796bc4bcb65&view=sp"
"RMD0009996","0031945256","AKS Infotech","108 West 13th Street.
Wilmington, Delaware 19801
Delaware DE 19801","No","United States of America","none","none","none","Sayani Gosh","Manager","Managment","Wilmington
108 West 13th Street. Wilmington, Delaware 19801 Delaware DE 19801
Delaware DE 19706","United States of America","'+1 866 681 0888","'+1","Complete STIR/SHAKEN Implementation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a5771e6a1b250150680f657ae54bcba3&view=sp"
"RMD0010006","0031951197","","","Yes","India","None","None","None","N/A","N/A","N/A","N/A","","N/A","","N/A","No","No","Yes","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=583fab661b65415016b49796bc4bcb22&view=sp"
"RMD0010012","0028556983","Conder Enterprises LLC","PO Box 773777
Ocala FL 34477","No","United States of America","None","Lucid Communications","None","Matthew Conder","CEO","Communications","PO Box 773777
Ocala FL 34477","United States of America","352-867-8324","100","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-04-02","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d26d81871b65011064c4426de54bcbca&view=sp"
"RMD0010015","0031958531","","","Yes","India","none","none","none","N/A","N/A","N/A","N/A","","N/A","","N/A","No","No","Yes","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=592f35a71b2541109c00db1ee54bcb2b&view=sp"
"RMD0010026","0027793074","Illinois Fiber Connect  LLC","14415 Hwy 45 South
P.O. Box 299
Louisville IL 62858","No","United States of America","None","Wabash Fiber","None","Justin Gephart","Network Operations Manager","Network","14415 Hwy 45 South
Louisville IL 62858","United States of America","6186653311","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-01-29","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=733e4b271b65411085edebdbac4bcbc0&view=sp"
"RMD0010035","0018753533","Sandhills Telecommunications Group Inc.","1311 Bedford Drive
Melbourne FL 32940","No","United States of America","None","SanTel Communications","None","Rob Berlin","Network Manager","NOC","1311 Bedford Drive
Melbourne FL 32940","United States of America","3212051100","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2024-12-10","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b526e0371b29411085edebdbac4bcbc5&view=sp"
"RMD0010043","0025822065","LANspeed Technologies Inc","124 Mya Drive
Johnstown PA 15904","No","United States of America","None","None","None","Jason Jeschonek","Owner","Executive Offices","124 Mya Drive
Johnstown PA 15904","United States of America","814.410.5339","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-04-21","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=76233b3f1bed4110ca5aec21f54bcbe6&view=sp"
"RMD0010046","0031964653","Serene","811 s central expy 600
richardson TX 75080","No","United States of America","None","None","None","N/A","N/A","N/A","N/A","","N/A","","N/A","No","No","Yes","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=be86584c1b3581102eb2a82fe54bcb10&view=sp"
"RMD0010047","0030289698","TEPA Connect, LLC","1336-A City Ave North
Ripley MS 38663","No","United States of America","None","TEPAConnect","None","Tim Smith","President/CEO","General Manager","1336-A City Ave North
Ripley MS 38663","United States of America","662-512-8784","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-02-20","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=750b188cdbbd411032765425f39619d8&view=sp"
"RMD0010048","0003746989","Sjoberg's Inc.","315 N. Main Ave.
Thief River Falls MN 56701","No","United States of America","None","None","None","Richard John Sjoberg","President","President","315 N. Main Ave.
Thief River Falls MN 56701","United States of America","218-686-7578","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-03-01","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e164ec481bbd41107ccf20ecac4bcb93&view=sp"
"RMD0010050","0027589688","Indianola Municipal Utilities","210 W 2nd Ave
Indianola IA 50125","No","United States of America","None","None","None","Stephanie Decker","V.P. IT and Network Services","Network Operations Center","101 3rd Avenue SW
Suite 400
Cedar Rapids IA 52404","United States of America","319-261-2673","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-12","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f67328481bbd41107ccf20ecac4bcb4b&view=sp"
"RMD0010060","0025161969","Waverly Communications Utility","1002 Adams Parkway
Waverly IA 50677","No","United States of America","None","None","None","Stephanie Decker","V.P. IT and Network Services","Network Operations Center","101 3rd Ave SW
Suite 400
Cedar Rapids IA 52404","United States of America","319-261-4673","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-11","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=cba5e3801bb581109c00db1ee54bcb7d&view=sp"
"RMD0010061","0030013718","City of Pella Telecommunications","825 Broadway St
Pella IA 50219","No","United States of America","NONE","NONE","NONE","Stephanie Decker","V.P. of IT and Network Services","Network Operation Center","101 3rd Avenue SW
Suite 400
Cedar Rapids IA 52404","United States of America","319-261-2673","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-01-21","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=115d63441bb581109c00db1ee54bcb02&view=sp"
"RMD0010062","0028772382","Vinton Municipal Communications Utility","412 1st Ave
Vinton IA 52349","No","United States of America","None","iVinton","None","Stephanie Decker","V.P. IT and Network Services","Network Operations Center","101 3rd Ave SW
Suite 400
Cedar Rapids IA 52404","United States of America","319-261-2673","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-03-17","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e8df67841bb581109c00db1ee54bcb6c&view=sp"
"RMD0010063","0004279154","Board of Water Electric & Communication","3205 Cedar Street
Muscatine IA 52761","No","United States of America","None","None","None","Stephanie Decker","V.P. IT and Network Services","Network Operations Center","101 3rd Ave SW
Suite 400
Cedar Rapids IA 52404","United States of America","319-261-2673","","Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","2025-01-21","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=4c93405c1b35811068d1a82eac4bcbe8&view=sp"
"RMD0010067","0021854278","Co-Mo Comm, Inc.","PO Box 220
Tipton MO 65081","No","United States of America","None","Co-Mo Connect","None","Jordan Fischer","CFO","Finance","P.O. Box 220
Tipton MO 65081","United States of America","6604336139","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-10-04","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e5ac6c901bf58110031f0f21f54bcbd8&view=sp"
"RMD0010069","0031280522","VoIPCo","1042 N Mountain Ave.
Suite 392
upland CA 91786","No","United States of America","None","NoContractVoIP","None","Dallan Loomis","CTO","Technical Support","1042 N Mountain Ave.
Suite 392
upland CA 91786","United States of America","5622970000","","Complete STIR/SHAKEN Implementation","Yes","No","No","2024-12-20","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c061fc541bf581109294113d9c4bcbaf&view=sp"
"RMD0010079","0031968472","CLICK ENTERTAINMENT USA INC","12250 NW 25TH STREET
SUITE 108
MIAMI FL 33182","No","United States of America","none","none","none","Vanessa Ywama-Lopez","Branch Manager","Operations","12250 NW 25TH STREET
SUITE 108
MIAMI FL 33182","United States of America","7868799011","","Complete STIR/SHAKEN Implementation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a38a85181b3d811064c4426de54bcb6e&view=sp"
"RMD0010082","0031969975","A2Z Global","C-56 A/12, Sector 62, Near Stellar IT Park, C Block, Phase 2, Industrial Area
Uttar Pradesh 201301 Noida, India","Yes","India","None","None","None","Mohd Junaid","CEO","Management","C-56 A/12, Sector 62, Near Stellar IT Park, C Block, Phase 2, Industrial Area
Uttar Pradesh 201301 Noida, India","India","'+16185418631","","No STIR/SHAKEN Implementation - Performing Robocall Mitigation","Yes","No","No","","https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=deff8158dbf5811032765425f3961948&view=sp"
